"Data_subset","Order","Species_name","Common_name","Conservation_status","Bird_region","N_Years","Beta_dd","SE(Beta_dd)","Beta_dd/SE(Beta_dd)","Beta_km","SE_(Beta_km)","Direction","t_Value","p_Value","Significance","Correlation_Structure","Hand_Wing_Index","Habitat_Density","Migration","Territoriality","Thermal_Optimum","Thermal_Range","Thermal_Range_Precision","SSI"
"West","Passeriformes","Vireo cassinii","Cassin's Vireo","LC","West",53,0.0979873013633717,0.0382200962027904,2.56376385981514,10.9079463877705,4.25466110929463,"Northward",2.56376385981514,0.0133447062358979,"Significant","AR1",27.9,"Semi-open","Migrant","Weak",8.27991640167606,7.66614790503844,"Precise",1.32730872862188
"West","Passeriformes","Vireo gilvus","Warbling Vireo","LC","Widespread",53,-0.0298517705938422,0.0417446106529364,0.715104779441568,-3.32309910250651,4.64701005788488,"Southward",-0.715104779441568,0.47780528795932,"Non-Significant","AR1",23.5,"Dense","Migrant","Weak",3.75132681474378,20.3587412723706,"Precise",0.766018660497522
"West","Passeriformes","Vireo olivaceus","Red-eyed Vireo","LC","Widespread",53,0.0299356972718694,0.0610121315433213,0.490651555922345,3.3324418203045,6.79187048340253,"Northward",0.490651555922346,0.62577746072156,"Non-Significant","AR2",29.8,"Dense","Migrant","Weak",15.43095062331,16.1778915164974,"Precise",0.954090230734522
"West","Passeriformes","Vireo plumbeus","Plumbeous Vireo","LC","West",29,-0.0278208801122024,0.0219381410480324,1.26815120986277,-3.09702037409037,2.44215386146697,"Southward",-1.26815120986277,0.215570425565681,"Non-Significant","AR2",28.6,"Semi-open","Migrant","Weak",9.06369802835886,40.2433333333333,"Imprecise",2.43163212291454
"West","Passeriformes","Vireo vicinior","Gray Vireo","LC","West",18,0.0996299481788629,0.0260541920648691,3.82395078422722,11.090805831271,2.90035266066123,"Northward",3.82395078422722,0.00149524571736401,"Significant","AR1",15.5,"Semi-open","Migrant","None",16.071090471035,43.51195,"Imprecise",2.89878519620048
"West","Columbiformes","Zenaida macroura","Mourning Dove","LC","Widespread",54,-0.109149141036465,0.0491033397857333,2.22284556432916,-12.1504823801793,5.46618378494783,"Southward",-2.22284556432916,0.0305983604504109,"Significant","AR1",36.6,"Open","Resident","None",23.4355396250807,22.4182007391025,"Precise",0.501852004166166
"West","Passeriformes","Zonotrichia albicollis","White-throated Sparrow","LC","Widespread",28,-0.00858981081976837,0.0126015818121284,0.681645443233253,-0.956217740456615,1.40280808732613,"Southward",-0.681645443233256,0.501490444909623,"Non-Significant","AR1",19.7,"Semi-open","Migrant","Weak",14.5730998242239,7.20668075011378,"Precise",0.916255868938331
"Combined","Accipitriformes","Accipiter cooperii","Cooper's Hawk","LC","Widespread",52,-0.0428692076123775,0.0536549568538652,0.798979444324896,-4.77220019140986,5.97286979697227,"Southward",-0.798979444324896,0.428081481192216,"Non-Significant","AR1",32.3,"Semi-open","Migrant","Weak",15.6498049648011,43.51195,"Imprecise",2.71336453561745
"Combined","Accipitriformes","Accipiter striatus","Sharp-shinned Hawk","LC","Intermediate",29,-0.0319538410731035,0.141560588454012,0.22572554566262,-3.55710158825788,15.7585247067006,"Southward",-0.22572554566262,0.823114834101419,"Non-Significant","AR1",30.7,"Dense","Migrant","Weak",5.39027345561408,42.345,"Imprecise",NA
"Combined","Passeriformes","Agelaius phoeniceus","Red-winged Blackbird","LC","Widespread",55,0.0592914540856748,0.0120583580666416,4.91704208466818,6.60032466881732,1.34233641997854,"Northward",4.91704208466817,8.88651466445824e-06,"Significant","AR1",24,"Open","Migrant","Weak",11.6193152609121,27.7681076020629,"Precise",0.985342050952361
"Combined","Galliformes","Alectoris chukar","Chukar","LC","West",31,-0.0302790870227282,0.0316860267782637,0.95559746997056,-3.3706679673701,3.52728850095632,"Southward",-0.955597469970561,0.347174260347517,"Non-Significant","AR1",29,"Open","Resident","None",7.28383053474725,46.0673666666667,"Imprecise",2.03783988797495
"Combined","Passeriformes","Ammodramus savannarum","Grasshopper Sparrow","LC","Widespread",55,0.0231911646957392,0.0302821946521255,0.76583500509635,2.58164045392969,3.37101390867461,"Northward",0.765835005096349,0.447171843791515,"Non-Significant","AR2",21.1,"Open","Partial","Weak",19.8933383780314,9.73424415568401,"Precise",2.02984644785863
"Combined","Passeriformes","Ammospiza leconteii","LeConte's Sparrow","LC","Intermediate",31,0.00993649390607944,0.0205710045552163,0.483033965570718,1.10613050162476,2.28996422708668,"Northward",0.483033965570719,0.632698367910315,"Non-Significant","AR1",18.8,"Open","Migrant","Weak",16.3455736465567,38.123343098958,"Imprecise",2.16558104650902
"Combined","Passeriformes","Amphispiza bilineata","Black-throated Sparrow","LC","Intermediate",49,-0.00828048474466403,0.0448072365817078,0.184802397478011,-0.921783561776,4.98794157627571,"Southward",-0.184802397478011,0.854179166777651,"Non-Significant","AR2",17.7,"Semi-open","Partial","Weak",36.8857700813723,4.55322929637366,"Precise",1.45897720912672
"Combined","Passeriformes","Aphelocoma californica","California Scrub-Jay","LC","West",50,0.0915905000376397,0.033471450261519,2.73637680238009,10.1958544641901,3.7260418431123,"Northward",2.7363768023801,0.00868285850784701,"Significant","AR2",14.1,"Semi-open","Resident","Strong",16.3161331696861,40.3091,"Imprecise",1.79110334765353
"Combined","Passeriformes","Aphelocoma woodhouseii","Woodhouse's Scrub-Jay","LC","West",28,0.107841570780516,0.0431419983057675,2.4996888186818,12.004923659287,4.80256725139804,"Northward",2.4996888186818,0.019070897593379,"Significant","AR1",14.1,"Semi-open","Resident","Strong",13.8727544866739,42.345,"Imprecise",2.64469833576387
"Combined","Passeriformes","Artemisiospiza nevadensis","Sagebrush Sparrow","LC","West",50,-0.0252016139771638,0.0136095606658948,1.85175808358887,-2.80544366793787,1.51501629332741,"Southward",-1.85175808358887,0.0702168200225828,"Non-Significant","AR1",19,"Semi-open","Migrant","Weak",10.2749718123855,40.3091,"Imprecise",2.72950570677667
"Combined","Passeriformes","Baeolophus bicolor","Tufted Titmouse","LC","East",55,0.0074330525401548,0.0239344948203743,0.310558154493714,0.827447408770032,2.66438796340407,"Northward",0.310558154493714,0.757354589851471,"Non-Significant","AR1",16.1,"Dense","Resident","Strong",16.8911719824781,16.2623293879273,"Precise",0.875273265046863
"Combined","Passeriformes","Baeolophus inornatus","Oak Titmouse","LC","West",18,0.0192288357681945,0.00832969211413117,2.30846896916792,2.14055399771541,0.927261326145082,"Northward",2.30846896916791,0.0346632124408519,"Significant","AR1",14.4,"Semi-open","Resident","Strong",12.7813157054217,50.04625,"Imprecise",1.74150867631523
"Combined","Passeriformes","Baeolophus ridgwayi","Juniper Titmouse","LC","West",32,-0.0182941889620928,0.0359689396521177,0.508610738571375,-2.03650911526017,4.00406236207374,"Southward",-0.508610738571374,0.614745293261866,"Non-Significant","AR1",10.5,"Semi-open","Resident","Strong",13.5778338943117,43.51195,"Imprecise",1.99712116748141
"Combined","Passeriformes","Bombycilla cedrorum","Cedar Waxwing","LC","Widespread",55,0.0417740495263046,0.0148672140327704,2.80981019269824,4.65028719326823,1.655018266128,"Northward",2.80981019269825,0.00692905537813979,"Significant","AR1",35.1,"Semi-open","Migrant","None",19.0168225361816,15.4203350760334,"Precise",2.12647583768215
"Combined","Galliformes","Bonasa umbellus","Ruffed Grouse","LC","Widespread",52,0.00936746796697783,0.0346072840315518,0.270679084739427,1.04278653408397,3.85248285839235,"Northward",0.270679084739427,0.787752129206725,"Non-Significant","AR1",38.3,"Dense","Resident","Weak",4.18257922557639,10.6775222110889,"Precise",1.54971061265038
"Combined","Accipitriformes","Buteo jamaicensis","Red-tailed Hawk","LC","Widespread",55,0.130577240560785,0.074245578589621,1.7587207621147,14.5358584192266,8.26501780859661,"Northward",1.7587207621147,0.0843975163513934,"Non-Significant","AR1",34.1,"Semi-open","Migrant","Weak",18.144296077601,32.0815157282524,"Precise",NA
"Combined","Accipitriformes","Buteo lineatus","Red-shouldered Hawk","LC","Widespread",45,0.0353651591398217,0.0203075640733285,1.74147716644506,3.93684951544495,2.26063803264293,"Northward",1.74147716644506,0.088750690281514,"Non-Significant","AR2",33.4,"Dense","Migrant","Weak",25.1126279141443,9.8162161795547,"Precise",1.57965208919492
"Combined","Accipitriformes","Buteo platypterus","Broad-winged Hawk","LC","Intermediate",55,0.0169945005935487,0.0625279660413183,0.271790395074082,1.89182780607384,6.96061317971955,"Northward",0.271790395074082,0.786839138347976,"Non-Significant","AR1",36.9,"Semi-open","Migrant","Strong",17.8085611248199,37.65318,"Imprecise",3
"Combined","Accipitriformes","Buteo regalis","Ferruginous Hawk","LC","West",45,0.000522514759766917,0.0600586937055829,0.0087000686749593,0.0581663430572532,6.68573378330549,"Northward",0.00870006867495928,0.99309867633722,"Non-Significant","AR2",41.3,"Open","Migrant","Weak",12.9319390276809,39.5660833333333,"Imprecise",3
"Combined","Accipitriformes","Buteo swainsoni","Swainson's Hawk","LC","Intermediate",53,0.111208546048803,0.0966416837677677,1.15073063416444,12.3797353461527,10.7581522370279,"Northward",1.15073063416444,0.255209948911815,"Non-Significant","AR1",46.6,"Open","Migrant","Weak",11.6380091590238,10.020563134044,"Precise",1.64534710456523
"Combined","Passeriformes","Calamospiza melanocorys","Lark Bunting","LC","Intermediate",54,-0.0551875812205824,0.0254854238735221,2.1654566741548,-6.14348154147523,2.83703738560048,"Southward",-2.1654566741548,0.0349619542052914,"Significant","AR1",24.3,"Open","Migrant","Weak",19.2867514856708,8.11925332570284,"Precise",1.66966641776176
"Combined","Passeriformes","Calcarius ornatus","Chestnut-collared Longspur","VU","West",53,-0.00306342262979844,0.014580071291602,0.210110264108444,-0.341020207149162,1.62305353618113,"Southward",-0.210110264108444,0.83441877142771,"Non-Significant","AR1",26.7,"Open","Migrant","Weak",17.3936355427505,5.80004310510092,"Precise",2.42495581953916
"Combined","Passeriformes","Cardellina canadensis","Canada Warbler","LC","East",54,0.0476413709211102,0.0100004585799228,4.76391862836734,5.30343741093799,1.11325104911701,"Northward",4.76391862836735,1.56389170723399e-05,"Significant","AR1",25.9,"Dense","Migrant","Weak",14.7380784840466,5.79389037115853,"Precise",2.16938692239908
"Combined","Passeriformes","Cardinalis cardinalis","Northern Cardinal","LC","Intermediate",55,0.00697112680314127,0.030914565182404,0.225496517968466,0.776025835725686,3.44140939610521,"Northward",0.225496517968466,0.822460305377679,"Non-Significant","AR1",15.5,"Semi-open","Resident","Weak",25.6542443161561,13.0916391506581,"Precise",0.764005734304153
"Combined","Passeriformes","Catharus fuscescens","Veery","LC","Widespread",55,0.0140239713733122,0.00410668426608812,3.41491345928839,1.56114849327711,0.457156092500929,"Northward",3.4149134592884,0.00123107346786364,"Significant","AR2",28.5,"Dense","Migrant","Weak",16.4378900358833,9.68186095379655,"Precise",1.04520999279101
"Combined","Passeriformes","Catharus guttatus","Hermit Thrush","LC","Widespread",55,0.16102030807333,0.0578732693058187,2.78229154849458,17.9247806947231,6.44245233912374,"Northward",2.78229154849458,0.00746140152514797,"Significant","AR1",26.9,"Dense","Migrant","Weak",6.03616191258434,15.4956390440296,"Precise",0.840057399741593
"Combined","Passeriformes","Catharus ustulatus","Swainson's Thrush","LC","Widespread",54,0.329861661057954,0.048504747240308,6.80060571027644,36.7202001089714,5.39954846279109,"Northward",6.80060571027644,1.02914891439575e-08,"Significant","AR1",30.6,"Dense","Migrant","None",8.29521843188524,16.0854776332777,"Precise",1.26620832775995
"Combined","Galliformes","Centrocercus urophasianus","Greater Sage-Grouse","NT","West",11,-0.0461004698835026,0.031411682007807,1.46762181891581,-5.13190430743151,3.49674844110908,"Southward",-1.46762181891581,0.176264028473715,"Non-Significant","AR1",38.7,"Open","Resident","None",2.86483909024283,46.0673666666667,"Imprecise",2.79376317038439
"Combined","Passeriformes","Centronyx bairdii","Baird's Sparrow","LC","West",49,-0.00184422276026932,0.0158083742801795,0.116661127044645,-0.205298877673181,1.75978822486958,"Southward",-0.116661127044645,0.907625675819231,"Non-Significant","AR1",19,"Open","Migrant","Weak",16.4506594256627,35.75835,"Imprecise",2.91689859590469
"Combined","Passeriformes","Centronyx henslowii","Henslow's Sparrow","LC","East",50,-0.0512593282909823,0.0237009366128479,2.16275538508446,-5.70618842535215,2.63838826374223,"Southward",-2.16275538508446,0.0355717740434647,"Significant","AR2",15.6,"Open","Partial","Weak",20.6753275574174,7.50771120194557,"Precise",2.43997153453192
"Combined","Passeriformes","Certhia americana","Brown Creeper","LC","Widespread",51,0.148707966460097,0.0755812794740122,1.96752380344697,16.554170826338,8.41370803104704,"Northward",1.96752380344697,0.0547968656820559,"Non-Significant","AR1",24.1,"Dense","Resident","Weak",11.6499207809693,10.8868985661911,"Precise",1.24335098210077
"Combined","Passeriformes","Chamaea fasciata","Wrentit","LC","West",42,0.0277507784460273,0.0313971633843084,0.883862599507843,3.08921665661176,3.49513222794121,"Northward",0.883862599507844,0.38205219591146,"Non-Significant","AR1",11.8,"Semi-open","Resident","Strong",12.1876469051902,38.103725,"Imprecise",1.98549752274506
"Combined","Passeriformes","Chondestes grammacus","Lark Sparrow","LC","Widespread",54,0.0629376471237731,0.0484438087518497,1.29918866301713,7.00621887781842,5.39276479025591,"Northward",1.29918866301713,0.199610212359268,"Non-Significant","AR1",28.8,"Open","Partial","Weak",31.5149672376096,21.3514089566731,"Precise",1.56459022495293
"Combined","Accipitriformes","Circus hudsonius","Northern Harrier","LC","Widespread",52,-0.113893533595096,0.0163579664591668,6.96257287722164,-12.6786281598061,1.82096882623445,"Southward",-6.96257287722163,6.8671576844141e-09,"Significant","AR1",44.6,"Open","Migrant","Weak",14.593186658497,10.1929112143781,"Precise",1.74620342339289
"Combined","Passeriformes","Cistothorus palustris","Marsh Wren","LC","Widespread",54,-0.0106365472167038,0.0246631497693147,0.431272863206529,-1.18406043616347,2.74550183232011,"Southward",-0.431272863206528,0.668052694411749,"Non-Significant","AR2",20,"Open","Partial","Weak",10.775880415607,1.45030512560245,"Precise",2.06041154209271
"Combined","Passeriformes","Cistothorus platensis","Sedge Wren","LC","Widespread",54,0.0424806278369461,0.0121850850343367,3.48628078648928,4.72894349080884,1.35644366602236,"Northward",3.48628078648927,0.00100427371671341,"Significant","AR1",13.4,"Open","Partial","Weak",17.8328698302683,0.97804435348479,"Precise",1.18615062034277
"Combined","Cuculiformes","Coccyzus americanus","Yellow-billed Cuckoo","LC","Intermediate",55,-0.0549211646760232,0.0237675092038551,2.31076652605713,-6.1138240517349,2.64579912457315,"Southward",-2.31076652605713,0.0247673070225324,"Significant","AR1",43,"Dense","Migrant","Weak",25.6645907767892,10.5447177584769,"Precise",0.736251770560388
"Combined","Cuculiformes","Coccyzus erythropthalmus","Black-billed Cuckoo","LC","Widespread",55,0.00930266549358758,0.0328619088043381,0.283083540550741,1.03557272274617,3.65818768809892,"Northward",0.283083540550741,0.778215564557785,"Non-Significant","AR1",40.8,"Dense","Migrant","Weak",16.7352432435292,7.0893449002982,"Precise",1.5928342825826
"Combined","Piciformes","Colaptes auratus"," Northern Flicker","LC","Widespread",55,0.0537317759456163,0.0276876695490109,1.94063916612786,5.98142129826601,3.08219137419589,"Northward",1.94063916612786,0.0576292784902215,"Non-Significant","AR2",24.8,"Semi-open","Partial","Weak",17.5948559590373,27.5423382581362,"Precise",0.723001805257338
"Combined","Galliformes","Colinus virginianus","Northern Bobwhite","NT","Intermediate",55,-0.0157674306609707,0.0813015874590377,0.193937549730069,-1.75523038117926,9.05049271594008,"Southward",-0.193937549730069,0.846966188640188,"Non-Significant","AR2",27.6,"Semi-open","Resident","Weak",25.0599900970322,26.1569516385512,"Precise",0.913627473921577
"Combined","Passeriformes","Contopus sordidulus","Western Wood-Pewee","LC","West",51,0.384427604368044,0.158629710097043,2.42342751640199,42.7944809182507,17.6586593280028,"Northward",2.42342751640199,0.0191137233731633,"Significant","AR1",33.5,"Dense","Migrant","Weak",11.2787067547552,17.4124945174193,"Precise",1.04636748438892
"Combined","Passeriformes","Contopus virens","Eastern Wood-Pewee","LC","Widespread",55,0.0360376829289638,0.0126345684976264,2.85230816831885,4.01171486365225,1.40648016515577,"Northward",2.85230816831886,0.00617548552475996,"Significant","AR1",31,"Dense","Migrant","Weak",22.7184931009944,13.537627083847,"Precise",0.781092304808148
"Combined","Passeriformes","Corvus brachyrhynchos","American Crow","LC","Widespread",55,0.102187812966885,0.0567235208592705,1.80150687790362,11.3755473394736,6.31446234205399,"Northward",1.80150687790362,0.0773124861828986,"Non-Significant","AR1",35.3,"Semi-open","Partial","None",19.6136188189603,23.58577186519,"Precise",0.456181027643809
"Combined","Passeriformes","Cyanocitta cristata","Blue Jay","LC","Widespread",55,-0.0233435975786133,0.0199479225892795,1.17022699853261,-2.59860928245123,2.22060274263859,"Southward",-1.1702269985326,0.247144915604943,"Non-Significant","AR1",17.4,"Semi-open","Resident","Weak",22.5186583742995,18.9829953061252,"Precise",0.693086218001094
"Combined","Passeriformes","Cyanocitta stelleri","Steller's Jay","LC","West",51,0.274656437949098,0.0894084721844209,3.07192854590525,30.5747546724936,9.95295112356973,"Northward",3.07192854590525,0.0034670336560638,"Significant","AR1",13.6,"Dense","Resident","Weak",5.82567819985308,42.345,"Imprecise",1.55831000338792
"Combined","Passeriformes","Dolichonyx oryzivorus","Bobolink","LC","Widespread",55,0.0116016407202787,0.0108846886212025,1.06586794753868,1.29149464498142,1.21168353731226,"Northward",1.06586794753867,0.291314928482332,"Non-Significant","AR2",35.4,"Dense","Migrant","Weak",17.217435091017,7.13129663488985,"Precise",1.35805070701376
"Combined","Piciformes","Dryobates albolarvatus","White-headed Woodpecker","LC","West",29,0.048601653883736,0.0383980808013355,1.26573133004204,5.41033611033749,4.27447435480467,"Northward",1.26573133004204,0.216422719064431,"Non-Significant","AR1",25.8,"Semi-open","Resident","Strong",12.5900333175352,35.9233333333333,"Imprecise",3
"Combined","Piciformes","Dryobates pubescens","Downy Woodpecker","LC","Widespread",55,0.00392269982612913,0.0332846392645345,0.117853157276331,0.436674944644695,3.70524604292798,"Northward",0.117853157276331,0.906629523019162,"Non-Significant","AR1",27,"Semi-open","Resident","Strong",24.1133718413827,17.2613360510739,"Precise",1.56321954223748
"Combined","Piciformes","Dryobates villosus","Hairy Woodpecker","LC","Widespread",55,0.0545701270642124,0.0511663009720929,1.06652476390615,6.07474654478812,5.69583262421338,"Northward",1.06652476390615,0.291020831976933,"Non-Significant","AR1",25.3,"Dense","Resident","Strong",12.3464498860901,23.7704980790849,"Precise",1.18352698553188
"Combined","Piciformes","Dryocopus pileatus","Pileated Woodpecker","LC","Widespread",53,-0.0875453445306814,0.0151399767682815,5.78239622626703,-9.74554775315545,1.6853822138451,"Southward",-5.78239622626704,4.48764594412298e-07,"Significant","AR1",25.3,"Dense","Resident","Weak",26.1889776494441,15.8358217647024,"Precise",1.80202344487839
"Combined","Passeriformes","Dumetella carolinensis","Gray Catbird","LC","Widespread",55,0.00590877027869706,0.0134970591405305,0.437782054384983,0.657764307424557,1.50249262352386,"Northward",0.437782054384984,0.663323261228725,"Non-Significant","AR2",18.6,"Dense","Migrant","Strong",20.1917889168586,8.87389899603868,"Precise",0.805637341508216
"Combined","Passeriformes","Empidonax alnorum","Alder Flycatcher","LC","Widespread",54,0.34866953986338,0.0609497731765621,5.7206043877036,38.8138931775915,6.78492875001489,"Northward",5.72060438770359,5.29879951270758e-07,"Significant","AR1",19.2,"Dense","Migrant","Weak",15.1611190347331,12.4686083064179,"Precise",0.84554444766171
"Combined","Passeriformes","Empidonax difficilis","Pacific-slope Flycatcher","LC","West",49,0.307108222116886,0.113603507871963,2.70333397154437,34.1872872860517,12.6463424963069,"Northward",2.70333397154438,0.009525031632266,"Significant","AR2",21.8,"Dense","Migrant","Weak",9.23554979797911,3.32399559380492,"Precise",1.41619435478223
"Combined","Passeriformes","Empidonax flaviventris","Yellow-bellied Flycatcher","LC","Intermediate",36,0.139854184760028,0.0771993301689407,1.81159842260257,15.5685678474863,8.59382943440648,"Northward",1.81159842260257,0.0788898216360635,"Non-Significant","AR2",24.1,"Dense","Migrant","Weak",13.5292911494886,5.78976712184473,"Precise",1.54365713969218
"Combined","Passeriformes","Empidonax hammondii","Hammond's Flycatcher","LC","West",41,0.231473626171326,0.0473684245889882,4.88666507657375,25.767644065392,5.27305302524617,"Northward",4.88666507657375,1.78975242642565e-05,"Significant","AR1",23.1,"Dense","Migrant","Weak",11.2890794985876,10.3842175257226,"Precise",1.06406335228335
"Combined","Passeriformes","Empidonax minimus","Least Flycatcher","LC","Widespread",55,0.0619291610727767,0.0475647174447182,1.30199787573118,6.8939542106215,5.29490434594603,"Northward",1.30199787573117,0.198547453441644,"Non-Significant","AR2",22.8,"Dense","Migrant","Strong",15.6199509415006,9.50601856487052,"Precise",0.961417953336254
"Combined","Passeriformes","Empidonax oberholseri","Dusky Flycatcher","LC","West",51,-0.132796926133499,0.0241837366846901,5.49116655812616,-14.7829538171811,2.6921335677397,"Southward",-5.49116655812615,1.40814455814336e-06,"Significant","AR1",18.7,"Semi-open","Migrant","Weak",8.99328049855509,9.99582336815911,"Precise",1.67957463429196
"Combined","Passeriformes","Empidonax occidentalis","Cordilleran Flycatcher","LC","West",29,-0.0942367733778694,0.11364412876523,0.829226942049483,-10.4904376124244,12.6508644141454,"Southward",-0.829226942049486,0.414247232301269,"Non-Significant","AR1",20.6,"Dense","Migrant","Weak",6.06917345353371,6.67041990342693,"Precise",1.72716613097411
"Combined","Passeriformes","Empidonax traillii","Willow Flycatcher","LC","Widespread",55,0.00235813569915585,0.0351453900503235,0.0670965863738975,0.262507666030029,3.91238482040201,"Northward",0.0670965863738975,0.946757290428992,"Non-Significant","AR1",23.5,"Semi-open","Migrant","Strong",12.0667149246385,21.6653232847101,"Precise",1.48387976999752
"Combined","Passeriformes","Empidonax virescens","Acadian Flycatcher","LC","East",55,-0.0843543239119223,0.0370949479119634,2.27401111634173,-9.39032333787519,4.12940960155977,"Southward",-2.27401111634173,0.0270410807055576,"Significant","AR2",27.5,"Semi-open","Migrant","Weak",24.0825697470037,8.56171359797208,"Precise",0.89142175977943
"Combined","Passeriformes","Empidonax wrightii","Gray Flycatcher","LC","West",34,-0.114330324503229,0.0379519538686255,3.01250167248292,-12.7272517236995,4.22481150465539,"Southward",-3.01250167248293,0.00503139423852826,"Significant","AR1",21.3,"Semi-open","Migrant","None",12.7998434531829,35.75835,"Imprecise",2.00307640861632
"Combined","Passeriformes","Euphagus cyanocephalus","Brewer's Blackbird","LC","Widespread",52,0.296587216351821,0.0833099247385957,3.56004662448601,33.0160889242847,9.27406082190047,"Northward",3.560046624486,0.000824228744128235,"Significant","AR2",31.2,"Open","Partial","Weak",9.14471149263047,13.9977344976889,"Precise",1.20897648261718
"Combined","Falconiformes","Falco columbarius","Merlin","LC","Intermediate",22,-0.0266195819801426,0.0864598046745362,0.307883901430817,-2.96329186602947,9.62470545636937,"Southward",-0.307883901430818,0.761354129992899,"Non-Significant","AR1",48.9,"Open","Migrant","Weak",8.46037404102259,40.2433333333333,"Imprecise",3
"Combined","Passeriformes","Geothlypis formosa","Kentucky Warbler","LC","East",55,-0.01808449531339,0.0155630508729414,1.1620147913821,-2.01316601828657,1.73247882317584,"Southward",-1.1620147913821,0.250435631166615,"Non-Significant","AR1",24.9,"Dense","Migrant","Weak",24.4165464381427,7.733686628055,"Precise",2.2174948311323
"Combined","Passeriformes","Geothlypis philadelphia","Mourning Warbler","LC","Intermediate",54,-0.00496383029341849,0.0173595428209965,0.285942455086703,-0.552573588263346,1.93246430683333,"Southward",-0.285942455086703,0.776058244864897,"Non-Significant","AR2",25.3,"Dense","Migrant","Weak",17.3775666655702,5.90167315351154,"Precise",1.47826666854011
"Combined","Passeriformes","Geothlypis tolmiei","MacGillivray's Warbler","LC","West",53,0.0221065023099159,0.032424654256353,0.681780664032356,2.46089583713984,3.60951251181722,"Northward",0.681780664032355,0.498462276193048,"Non-Significant","AR2",22.9,"Dense","Migrant","Weak",10.3019503302906,11.8777851513466,"Precise",1.54578512755225
"Combined","Passeriformes","Geothlypis trichas","Common Yellowthroat","LC","Widespread",55,0.0539366808059577,0.0304886317385716,1.76907515130374,6.00423130731921,3.39399448513779,"Northward",1.76907515130375,0.082635126159263,"Non-Significant","AR1",16.1,"Dense","Migrant","Weak",18.1394551794115,20.4346656334088,"Precise",0.800344199066559
"Combined","Passeriformes","Gymnorhinus cyanocephalus","Pinyon Jay","VU","West",49,0.00305068038928764,0.00832482442515507,0.366455823388829,0.3396017409355,0.926719455008262,"Northward",0.366455823388829,0.715669537022935,"Non-Significant","AR1",26.6,"Semi-open","Partial","Weak",6.82904335962445,47.11405,"Imprecise",2.7361846447135
"Combined","Passeriformes","Haemorhous cassinii","Cassin's Finch","LC","West",50,-0.160185384813025,0.0245551376665411,6.52349772940976,-17.8318370373859,2.73347792503936,"Southward",-6.52349772940977,3.958148229294e-08,"Significant","AR2",28.8,"Semi-open","Resident","Weak",9.16239915790677,6.02377448503388,"Precise",1.6217523107413
"Combined","Passeriformes","Haemorhous purpureus","Purple Finch","LC","Widespread",55,-0.00163342816818071,0.0151488053364193,0.107825543460762,-0.181833223681877,1.6863650100502,"Southward",-0.107825543460762,0.914541239061123,"Non-Significant","AR1",28.1,"Semi-open","Partial","Weak",14.7783729229083,10.7383513825769,"Precise",1.33912824432457
"Combined","Accipitriformes","Haliaeetus leucocephalus","Bald Eagle","LC","Widespread",32,0.055389801866866,0.0493330990298427,1.12277158654394,6.16599274381952,5.49176058400209,"Northward",1.12277158654394,0.270440067880954,"Non-Significant","AR1",41.4,"Open","Migrant","Weak",5.51774174074009,5.39483572469753,"Precise",2.26175302765067
"Combined","Passeriformes","Helmitheros vermivorum","Worm-eating Warbler","LC","East",55,0.0110260649627734,0.00883241644580382,1.24836334772369,1.22742155165593,0.983224598746881,"Northward",1.24836334772368,0.217384668477771,"Non-Significant","AR1",26.2,"Dense","Migrant","Weak",21.9802428119255,2.67345137915922,"Precise",2.02453389035436
"Combined","Passeriformes","Hirundo rustica","Barn Swallow","LC","Widespread",55,-0.0095426484031246,0.100832317535227,0.0946387887969624,-1.06228762023583,11.2246535880215,"Southward",-0.0946387887969626,0.924958638035517,"Non-Significant","AR2",52.6,"Open","Migrant","None",21.0430631711644,23.1395966253469,"Precise",0.789297686792038
"Combined","Passeriformes","Hylocichla mustelina","Wood Thrush","NT","East",55,-0.0498957951790066,0.0211738317332664,2.35648397548257,-5.55439991932701,2.35707094854722,"Southward",-2.35648397548257,0.0221777302366537,"Significant","AR2",26.9,"Dense","Migrant","Weak",22.547068856154,13.3362239903657,"Precise",1.35026515130747
"Combined","Passeriformes","Icteria virens","Yellow-breasted Chat","LC","Widespread",55,-0.0533364549186151,0.0401199601014951,1.32942442573933,-5.93741416154023,4.46615395849843,"Southward",-1.32942442573933,0.189402115448671,"Non-Significant","AR2",21.3,"Semi-open","Resident","Weak",24.9287183324351,8.11207545143339,"Precise",0.748069191171204
"Combined","Passeriformes","Icterus bullockii","Bullock's Oriole","LC","Intermediate",52,-0.0488682345586209,0.0668633988349753,0.730866743391732,-5.44001187106568,7.44323355830945,"Southward",-0.730866743391732,0.468271754140159,"Non-Significant","AR1",26.3,"Semi-open","Migrant","None",30.4968674883548,3.88458681712533,"Precise",1.26471621871849
"Combined","Passeriformes","Icterus galbula","Baltimore Oriole","LC","Widespread",55,-0.0314103088868843,0.0232010224394504,1.35383296011451,-3.49659558528796,2.58273781795962,"Southward",-1.35383296011451,0.181534872037351,"Non-Significant","AR2",27.4,"Dense","Migrant","None",18.9896373553546,11.2369052513687,"Precise",1.2046118380962
